#SPHEREx.m2575
#photon
#SPHEREx phtometry-like filter m2575
25287.6414925917 0.0
25297.6414925917 0.0
25307.641492591698 0.0
25317.641492591698 0.0
25327.641492591698 0.0
25337.641492591694 0.0
25347.641492591694 0.0
25357.641492591694 0.0
25367.641492591694 0.0
25377.64149259169 0.0
25387.64149259169 1.0
25397.64149259169 1.0
25407.641492591687 1.0
25417.641492591687 1.0
25427.641492591687 1.0
25437.641492591683 1.0
25447.641492591683 1.0
25457.641492591683 1.0
25467.641492591683 1.0
25477.64149259168 1.0
25487.64149259168 1.0
25497.64149259168 1.0
25507.641492591676 1.0
25517.641492591676 1.0
25527.641492591676 1.0
25537.641492591672 1.0
25547.641492591672 1.0
25557.641492591672 1.0
25567.641492591672 1.0
25577.64149259167 1.0
25587.64149259167 1.0
25597.64149259167 1.0
25607.641492591665 1.0
25617.641492591665 1.0
25627.641492591665 1.0
25637.64149259166 1.0
25647.64149259166 1.0
25657.64149259166 1.0
25667.641492591658 1.0
25677.641492591658 1.0
25687.641492591658 1.0
25697.641492591658 1.0
25707.641492591654 1.0
25717.641492591654 1.0
25727.641492591654 1.0
25737.64149259165 1.0
25747.64149259165 1.0
25757.64149259165 1.0
25767.641492591647 1.0
25777.641492591647 1.0
25787.641492591647 1.0
25797.641492591647 1.0
25807.641492591643 1.0
25817.641492591643 1.0
25827.641492591643 1.0
25837.64149259164 1.0
25847.64149259164 1.0
25857.64149259164 1.0
25867.641492591636 1.0
25877.641492591636 1.0
25887.641492591636 1.0
25897.641492591636 1.0
25907.641492591632 1.0
25917.641492591632 1.0
25927.641492591632 1.0
25937.64149259163 1.0
25947.64149259163 1.0
25957.64149259163 1.0
25967.641492591625 1.0
25977.641492591625 1.0
25987.641492591625 1.0
25997.64149259162 1.0
26007.64149259162 1.0
26017.64149259162 1.0
26027.64149259162 1.0
26037.641492591618 1.0
26047.641492591618 1.0
26057.641492591618 1.0
26067.641492591614 1.0
26077.641492591614 1.0
26087.641492591614 1.0
26097.64149259161 1.0
26107.64149259161 1.0
26117.64149259161 1.0
26127.64149259161 0.0
26137.641492591607 0.0
26147.641492591607 0.0
26157.641492591607 0.0
26167.641492591603 0.0
26177.641492591603 0.0
26187.641492591603 0.0
26197.6414925916 0.0
26207.6414925916 0.0
26217.6414925916 0.0
